news_title,news_content,news_source,news_pubtime,news_sentiment,news_url
朱启南后继有人！温州23岁美女出战奥运会,"3月22日上午，国家步手枪射击队东京奥运会最终队伍选拔赛在广州举行，来自温州龙湾的23岁姑娘王璐瑶以选拔赛第二名的成绩，获得东京奥运会女子10米气 步 枪正式参赛资格。她也成为第一个通过选拔赛形式拿到东京奥运会入场券的温州选手。上午11时，记者在刷朋友圈时看到王璐瑶发了一条——“补给自己一个生日礼物。”看上去似乎有好消息。第一时间联系王璐瑶，得到回复：“选上啦！太不容易了！可以去打奥运会了！”王璐瑶在微信中兴奋地对记者说。3月18日是王璐瑶的生日，那天她在训练场上度过，满脑子都是怎么打好选拔赛。“自从去了运动队，就没有正儿八经过过生日，顶多就是去食堂煮碗长寿面。”东京奥运会门票，对她来说
 ... ",懂车帝,2021-03-23,0.0,https://www.dongchedi.com/ugc/article/6942735610335461925
这个决定应当是一个预料之中的事情了，由于新冠病毒出现了变异毒株，导致疫情持续，为了尽量消除民众的不安情绪，3月20日晚，东京奥组委与国际奥委会等五方举行会谈后正式宣布：今年夏季的东京奥运会及残奥会不接,"奥运会及残奥会不接待国外观众。 回顾奥运历史，除了因为战争取消的1916年柏林奥运会（因为一战取消），1940年东京奥运会和1944年伦敦奥运会(由于二战爆发而取消)。奥运会并未有过推迟，而这次东京奥运会闭门举办，也成了首次。 众所周知，日本是世界上第一个借助奥运会带动社会经济高速发展的国家。1964年东京奥运会一方面向世界展示了日本的复兴，另一方面拉开了日本经济高速增长的序幕，成为日本经济发展史上的
 ... ，相关调查也显示，日本民众普遍怀念昭和时代经济的荣光，希望2020年东京奥运会可以像1964年一样，拉动经济增长。结果一个新冠废了所有的希望，顺便“带走了”安倍。因为这个影响太大了！ 无论任何一个城市
 ... ",懂车帝,2021-03-23,1.0,https://www.dongchedi.com/ugc/article/6942673030350914055
中国女排国家队正在福建漳州全力备战东京奥运会的比赛，对于女排姑娘们来说她们拥有共同的目标，那就是在东京奥运会上冲击冠军。想要拿到东京奥运会的冠军并不容易，中国女排需要以最强的阵容出战，到底中国女排会派,"中国女排 国家队正在福建漳州全力备战东京奥运会的比赛，对于女排姑娘们来说她们拥有共同的目标，那就是在东京奥运会上冲击冠军。想要拿到东京奥运会的冠军并不容易，中国女排需要以最强的阵容出战，到底中国女排
 ... 中国女排国家队的队长 朱婷 一定能够入选东京奥运会的参赛名单，而朱婷将有六位球员进行辅佐，这六位球员大家应该比较熟悉她们，就是中国女排国家队的六位主力，这六位主力分别是 张常宁 、龚翔宇、颜妮、丁霞、王梦
 ... 中国女排国家队拿到过2019年世界杯的冠军，但是她们想要出征东京奥运会基本上是不可能的，因为当年站上世界杯冠军领奖台的一共有16名球员，16名球员中至少会淘汰四人。 到底哪四位球员会被淘汰出局，相信
 ... ",懂车帝,2021-03-23,0.0,https://www.dongchedi.com/ugc/article/6942457476621320740
大家都在做着最后的冲刺，都存在希望。石头没有落地，是一种折磨，也是一种激励。都继续努力吧！谁参加谁就会大概率成为奥运会冠军。名额就三个，大家差别不是很大，但是，还是有差别。没有一个大家都认可的统一标准,"，她为自己再次争取了东京奥运会的参赛机会，她在中国女乒主力选手的地位也略往前移，这时候刘诗雯高调复出了！刘诗雯不肯放弃这次机会，这是她最后的机会，成名十几年了，很多东西她还没经历过，她不想留下遗憾。 陈梦 和孙颖莎获得东京奥运会参赛资格似乎高枕无忧，王曼昱和刘诗雯都有机会，而王曼昱好像岌岌可危。刘诗雯有混双已经获得东京奥运会参赛资格这个事实保护着，这无疑增大了她获得东京奥运会参赛资格的可能性，她可以放弃单打，只有混双就帮助她获得了参赛资格。 王曼昱靠什么获得东京奥运会参赛资格呢？混双竞争不过刘诗雯和 孙颖莎 ，因为，刘诗雯和孙颖莎都与许昕配过混双，而且成绩都非常好。单打竞争不过陈梦和孙颖莎，陈梦
 ... ",懂车帝,2021-03-22,1.0,https://www.dongchedi.com/ugc/article/6941885172442726945
东京奥运会，刘诗雯能够全面超越李晓霞，成为第六位大满贯吗？,"。刘诗雯自己也表示，感谢刘国梁和马琳，同时也感谢教练组对自己的信任，一直没有放弃自己。自己很开心能够重回赛场，一定要在东京奥运会豪夺冠军！很多球迷都知道，刘诗雯的职业生涯有一个最大的梦想，那就是要在东京奥运会夺冠，成为中国女乒第六位大满贯得主。如果刘诗雯能够在东京奥运会夺冠，她将全面超越李晓霞。很多球迷都知道，李晓霞是中国女乒第四位大满贯获得者，在李晓霞的职业生涯中，李晓霞共计获得了1个奥运会、1个
 ... 楠和张怡宁都分别获得了8个三大赛单打冠军，丁宁获得了7个三大赛单打冠军，而邓亚萍获得了6个三大赛单打冠军，在大赛成绩上，她们都远远超过了李晓霞。对于刘诗雯来说，如果能够在今年的东京奥运会上勇夺冠军
 ... ",懂车帝,2021-03-23,0.0,https://www.dongchedi.com/ugc/article/6942872861505864199
"原创
撒花！云南两竞走名将“直通”东京奥运会","原标题：撒花！云南两竞走名将“直通”东京奥运会 3月20号，2021年全国竞走锦标赛暨东京奥运会选拔赛男子20公里竞走比赛在安徽黄山举行。云南两名田径名将蔡泽林、张俊，获得了东京奥运会的参赛资格。 撒花！云南两竞走名将“直通”东京奥运会 云南田径名将蔡泽林、张俊在男子20公里竞走项目中，分别斩获第二名和第三名，同时也打破了两人在20公里竞走项目上的成绩纪录，获得了东京奥运会的参赛资格。 云南省另一位竞走好手崔利宏排名第四名，获得了参加东京奥运会的替补名额。 根据选拔办法，这次选拔赛上各个奥运项目前三名选手将作为中国参加东京奥运会的阵容进行集训。 云南竞走项目名将辈出，2012年伦敦奥运会上
 ... ",搜狐网,2021-03-24,0.0,http://www.sohu.com/a/457072799_99947396
三人篮球赵率舟参加试训，篮协发来感谢函，周琦把中国篮球坑惨了,"胡金秋、姜宇星、赵率舟等CBA职业球员得到邀请，参加三人篮球国家队试训，如果没有什么意外，相信前往东京奥运会参加3X3篮球比赛的，国家队会派出CBA职业球员参赛。有一点要提及，为中国篮球拿下3X3东京奥运会参赛资格的，不是CBA职业球员，你可以说他们是草根球员，然而他们是中国篮球当之无愧的英雄。 没有把机会留给那几个为中国篮球带来东京奥运会参赛资格的草根球员，无非是CBA职业球员，实力当然更强，因为中国篮球还是力争东京奥运会历史最好成绩，这一点不是媒体人瞎说，而是篮协为江苏肯帝亚发来的感谢函上面提及：“为力争东京奥运会历史最好成绩，我们邀请了贵俱乐部运动员赵率舟参加短期试训。” 东京奥运会
 ... ",腾讯新闻网,2020-08-29,0.0,https://new.qq.com/omn/20200829/20200829A0824J00
IOC高官驳斥：东京奥运会能否举行不取决于疫苗,"对于日本医学会主席橫倉義武关于没有疫苗就无法举办东京奥运会的言论，国际奥委会东京奥运会协调委员会主席约翰·科茨驳斥，奥运会明年是否能够顺利举行，不会取决于新冠肺炎病毒疫苗是否研制成功。国际奥委会将遵循世界卫生组织以及日本卫生部门的指导。他又补充，当然，有疫苗是最好不过。 东京奥组委主席森喜郎（左）与东京奥运会协调委员会主席约翰·科茨（右） 东京奥运会因为疫情而被推迟一年举行，但是，这个决定近日被越来越多医学专家质疑。爱丁堡大学医学院全球卫生治理系主任戴维·斯立德哈尔认为，如果无法研制出针对新冠肺炎病毒的疫苗，东京奥运会要在2021年夏天举行是非常不现实的。长野保健医疗大学特任教授北村义浩在
 ... ",twoeggz.com,2020-04-30,1.0,https://www.twoeggz.com/info/591666.html
东京奥运还开不开？,"内容来源：综合自中国日报网、新华社、东京奥运会官博、新浪微博 七年前的今天 东京获2020奥运会和残奥会举办权 如今，已被推迟到2021年的东京奥运会 能否在明年如期举行 引发持续的关注 今天，最新消息传来！ 据中国日报网报道，周一，国际奥委会协调委员会主席科茨（John Coates）在接受法新社采访时说，不管有没有新冠病毒，推迟的东京奥运会将在明年如期举行。 科茨称，除了世界大战之外，奥运会从未被取消过，东京奥运会将按照修改后的日期开幕。他说，不管有没有新冠病毒，东京奥运会将于明年7月23日开幕。 新华社此前发布的消息称 科茨表示 不管届时有没有新冠肺炎疫苗 东京奥运会都会在2021年
 ... ",搜狐新闻【APP】,2020-09-07,0.0,http://m.sohu.com/a/416931456_775132
【资讯】最新消息传来！东京奥运明年如期办？你想了解的都在这...,"七年前的今天，东京获2020奥运会和残奥会举办权。如今，已被推迟到2021年的东京奥运会能否在明年如期举行，引发持续的关注。 今天，最新消息传来！ 据中国日报网报道，周一，国际奥委会协调委员会主席科茨（John Coates）在接受法新社采访时说，不管有没有新冠病毒，推迟的东京奥运会将在明年如期举行。 科茨称，除了世界大战之外，奥运会从未被取消过，东京奥运会将按照修改后的日期开幕。他说，不管有没有新冠病毒，东京奥运会将于明年7月23日开幕。 新华社此前发布的消息称，科茨表示，不管届时有没有新冠肺炎疫苗，东京奥运会都会在2021年举办。 据报道，科茨和国际奥委会主席巴赫都在尽力保证东京奥运会
 ... ",搜狐新闻【APP】,2020-09-07,0.0,http://m.sohu.com/a/416997898_696700
要搞王炸？日本确定2021年办奥运会：有疫情也开，不开钱就白投了,"日本终于确定了东京奥运会的最终举办日期。周二，国际奥组委副主席约翰-科茨和日本官方发表声明称，东京奥运会将在2021年7月23日准时开幕，不管到时还有没有疫情。 在此之前，除了世界大战，奥运会从未被取消。科茨说，东京奥运会将会是战胜疫情的奥运会。在科茨激情澎湃地发表宣言之时，日本边境对外国游客还是关闭的，而且疫苗可能还需要几个月甚至几年的时间才能研制出来。听到该消息时，许多人都在想，2021年
 ... ，举办奥运会的东京市政府也要投入8100亿日元（约520亿元人民币），据东京都知事小池百合子介绍，这开支是用于与奥运会直接和间接相关的项目，包括为残奥会运动员建造无障碍设备、志愿者培训计划、广告和旅游
 ... ",一点资讯,2020-09-08,0.0,http://www.yidianzixun.com/article/0Qfj1Ml3
